quest_key,quest_name,questline_key,questline_name,questline_aliases,stage_label,npc,farming_level,fishing_level,crafting_level,exploring_level,tower_level,previous_quest_key,next_quest_keys,source_url,coverage_status,notes
incrementally collecting everything i,Incrementally Collecting Everything I,incrementally collecting everything,Incrementally Collecting Everything,,I,,,,,,,,incrementally collecting everything ii,https://buddy.farm/q/incrementally-collecting-everything-i/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 7516522; Quest image: /img/items/MustacheTom96.png; Quest end date: 2026-01-04T05:59:59+00:00
incrementally collecting everything ii,Incrementally Collecting Everything II,incrementally collecting everything,Incrementally Collecting Everything,,II,,,,,,,incrementally collecting everything i,incrementally collecting everything iii,https://buddy.farm/q/incrementally-collecting-everything-ii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 7516523; Quest image: /img/items/MustacheTom96.png; Quest end date: 2026-01-04T05:59:59+00:00
incrementally collecting everything iii,Incrementally Collecting Everything III,incrementally collecting everything,Incrementally Collecting Everything,,III,,,,,,,incrementally collecting everything ii,incrementally collecting everything iv,https://buddy.farm/q/incrementally-collecting-everything-iii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 7516524; Quest image: /img/items/MustacheTom96.png; Quest end date: 2026-01-04T05:59:59+00:00
incrementally collecting everything iv,Incrementally Collecting Everything IV,incrementally collecting everything,Incrementally Collecting Everything,,IV,,,,,,,incrementally collecting everything iii,incrementally collecting everything v,https://buddy.farm/q/incrementally-collecting-everything-iv/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 7516531; Quest image: /img/items/MustacheTom96.png; Quest end date: 2026-01-04T05:59:59+00:00
incrementally collecting everything v,Incrementally Collecting Everything V,incrementally collecting everything,Incrementally Collecting Everything,,V,,,,,,,incrementally collecting everything iv,incrementally collecting everything vi,https://buddy.farm/q/incrementally-collecting-everything-v/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 7516532; Quest image: /img/items/MustacheTom96.png; Quest end date: 2026-01-04T05:59:59+00:00
incrementally collecting everything vi,Incrementally Collecting Everything VI,incrementally collecting everything,Incrementally Collecting Everything,,VI,,,,,,,incrementally collecting everything v,incrementally collecting everything vii,https://buddy.farm/q/incrementally-collecting-everything-vi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 7516533; Quest image: /img/items/MustacheTom96.png; Quest end date: 2026-01-04T05:59:59+00:00
incrementally collecting everything vii,Incrementally Collecting Everything VII,incrementally collecting everything,Incrementally Collecting Everything,,VII,,,,,,,incrementally collecting everything vi,incrementally collecting everything viii,https://buddy.farm/q/incrementally-collecting-everything-vii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 7516534; Quest image: /img/items/MustacheTom96.png; Quest end date: 2026-01-04T05:59:59+00:00
incrementally collecting everything viii,Incrementally Collecting Everything VIII,incrementally collecting everything,Incrementally Collecting Everything,,VIII,,,,,,,incrementally collecting everything vii,,https://buddy.farm/q/incrementally-collecting-everything-viii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 7516541; Quest image: /img/items/MustacheTom96.png; Quest end date: 2026-01-04T05:59:59+00:00
indecipherable note i,Indecipherable Note I,indecipherable note,Indecipherable Note,,I,,,,,,,,indecipherable note ii,https://buddy.farm/q/indecipherable-note-i/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 5646930; Quest image: /img/items/ghost.png; Quest end date: 2025-11-04T05:59:59+00:00
indecipherable note ii,Indecipherable Note II,indecipherable note,Indecipherable Note,,II,,,,,,,indecipherable note i,indecipherable note iii,https://buddy.farm/q/indecipherable-note-ii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 5646931; Quest image: /img/items/ghost.png; Quest end date: 2025-11-04T05:59:59+00:00
indecipherable note iii,Indecipherable Note III,indecipherable note,Indecipherable Note,,III,,,,,,,indecipherable note ii,,https://buddy.farm/q/indecipherable-note-iii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 5646932; Quest image: /img/items/ghost.png; Quest end date: 2025-11-04T05:59:59+00:00
ingredients of friendship,Ingredients of Friendship,ingredients of friendship,Ingredients of Friendship,,,,,,,,,,,https://buddy.farm/q/ingredients-of-friendship/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 9696751; Quest image: /img/items/mariya.png
interior design i,Interior Design I,interior design,Interior Design,,I,,,,,,,,,https://buddy.farm/q/interior-design-i/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 38; Quest image: /img/items/a_027.png
intruders beware i,Intruders Beware I,intruders beware,Intruders Beware,,I,,,,,,,,intruders beware ii,https://buddy.farm/q/intruders-beware-i/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 948; Quest image: /img/items/a_028.png
intruders beware ii,Intruders Beware II,intruders beware,Intruders Beware,,II,,,,,,,intruders beware i,intruders beware iii,https://buddy.farm/q/intruders-beware-ii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 949; Quest image: /img/items/a_028.png
intruders beware iii,Intruders Beware III,intruders beware,Intruders Beware,,III,,,,,,,intruders beware ii,intruders beware iv,https://buddy.farm/q/intruders-beware-iii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 950; Quest image: /img/items/a_088.png
intruders beware iv,Intruders Beware IV,intruders beware,Intruders Beware,,IV,,,,,,,intruders beware iii,intruders beware v,https://buddy.farm/q/intruders-beware-iv/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 951; Quest image: /img/items/a_028.png
intruders beware v,Intruders Beware V,intruders beware,Intruders Beware,,V,,,,,,,intruders beware iv,intruders beware vi,https://buddy.farm/q/intruders-beware-v/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 952; Quest image: /img/items/a_028.png
intruders beware vi,Intruders Beware VI,intruders beware,Intruders Beware,,VI,,,,,,,intruders beware v,intruders beware vii,https://buddy.farm/q/intruders-beware-vi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 953; Quest image: /img/items/a_028.png
intruders beware vii,Intruders Beware VII,intruders beware,Intruders Beware,,VII,,,,,,,intruders beware vi,intruders beware viii,https://buddy.farm/q/intruders-beware-vii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 954; Quest image: /img/items/a_028.png
intruders beware viii,Intruders Beware VIII,intruders beware,Intruders Beware,,VIII,,,,,,,intruders beware vii,intruders beware ix,https://buddy.farm/q/intruders-beware-viii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 955; Quest image: /img/items/a_028.png
intruders beware ix,Intruders Beware IX,intruders beware,Intruders Beware,,IX,,,,,,,intruders beware viii,intruders beware x,https://buddy.farm/q/intruders-beware-ix/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 956; Quest image: /img/items/buddy.png
intruders beware x,Intruders Beware X,intruders beware,Intruders Beware,,X,,,,,,,intruders beware ix,intruders beware xi,https://buddy.farm/q/intruders-beware-x/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 957; Quest image: /img/items/a_028.png
intruders beware xi,Intruders Beware XI,intruders beware,Intruders Beware,,XI,,,,,,,intruders beware x,,https://buddy.farm/q/intruders-beware-xi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 958; Quest image: /img/items/buddy.png
invasive fish,Invasive Fish,invasive fish,Invasive Fish,,,,,,,,,,,https://buddy.farm/q/invasive-fish/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 78; Quest image: /img/items/a_048.png
irrational numbers i,Irrational Numbers I,irrational numbers,Irrational Numbers,,I,,,,,,,,irrational numbers ii,https://buddy.farm/q/irrational-numbers-i/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 802; Quest image: /img/items/a_028.png; Quest end date: 2026-04-01T04:59:59+00:00
irrational numbers ii,Irrational Numbers II,irrational numbers,Irrational Numbers,,II,,,,,,,irrational numbers i,irrational numbers iii,https://buddy.farm/q/irrational-numbers-ii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 803; Quest image: /img/items/a_028.png; Quest end date: 2026-04-01T04:59:59+00:00
irrational numbers iii,Irrational Numbers III,irrational numbers,Irrational Numbers,,III,,,,,,,irrational numbers ii,,https://buddy.farm/q/irrational-numbers-iii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 804; Quest image: /img/items/a_028.png; Quest end date: 2026-04-01T04:59:59+00:00
irrational numbers iii.14,Irrational Numbers III.14,irrational numbers iii.14,Irrational Numbers III.14,,,,,,,,,,,https://buddy.farm/q/irrational-numbers-iii-14/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 805; Quest image: /img/items/a_028.png; Quest end date: 2026-04-01T04:59:59+00:00
