openable_item_name,openable_canonical_key,content_item_name,content_canonical_key,quantity_per_open,quantity_kind,evidence,notes
Grab Bag 03,grab bag 03,Gold Peppers,gold peppers,3.75,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-50; outcome_count=8; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-03/; Page data: https://buddy.farm/page-data/i/grab-bag-03/page-data.json; Cache: grab-bag-03__grab-bag-03.json; Parser: buddy-item-multi-source-v1
Grab Bag 03,grab bag 03,Treasure Key,treasure key,0.5,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-7; outcome_count=8; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-03/; Page data: https://buddy.farm/page-data/i/grab-bag-03/page-data.json; Cache: grab-bag-03__grab-bag-03.json; Parser: buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 01,runestone 01,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-04/; Page data: https://buddy.farm/page-data/i/grab-bag-04/page-data.json; Cache: grab-bag-04__grab-bag-04.json; Parser: buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 02,runestone 02,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-04/; Page data: https://buddy.farm/page-data/i/grab-bag-04/page-data.json; Cache: grab-bag-04__grab-bag-04.json; Parser: buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 03,runestone 03,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-04/; Page data: https://buddy.farm/page-data/i/grab-bag-04/page-data.json; Cache: grab-bag-04__grab-bag-04.json; Parser: buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 04,runestone 04,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-04/; Page data: https://buddy.farm/page-data/i/grab-bag-04/page-data.json; Cache: grab-bag-04__grab-bag-04.json; Parser: buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 05,runestone 05,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-04/; Page data: https://buddy.farm/page-data/i/grab-bag-04/page-data.json; Cache: grab-bag-04__grab-bag-04.json; Parser: buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 06,runestone 06,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-04/; Page data: https://buddy.farm/page-data/i/grab-bag-04/page-data.json; Cache: grab-bag-04__grab-bag-04.json; Parser: buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 07,runestone 07,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-04/; Page data: https://buddy.farm/page-data/i/grab-bag-04/page-data.json; Cache: grab-bag-04__grab-bag-04.json; Parser: buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 08,runestone 08,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-04/; Page data: https://buddy.farm/page-data/i/grab-bag-04/page-data.json; Cache: grab-bag-04__grab-bag-04.json; Parser: buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 09,runestone 09,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-04/; Page data: https://buddy.farm/page-data/i/grab-bag-04/page-data.json; Cache: grab-bag-04__grab-bag-04.json; Parser: buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 10,runestone 10,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-04/; Page data: https://buddy.farm/page-data/i/grab-bag-04/page-data.json; Cache: grab-bag-04__grab-bag-04.json; Parser: buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 11,runestone 11,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-05/; Page data: https://buddy.farm/page-data/i/grab-bag-05/page-data.json; Cache: grab-bag-05__grab-bag-05.json; Parser: buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 12,runestone 12,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-05/; Page data: https://buddy.farm/page-data/i/grab-bag-05/page-data.json; Cache: grab-bag-05__grab-bag-05.json; Parser: buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 13,runestone 13,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-05/; Page data: https://buddy.farm/page-data/i/grab-bag-05/page-data.json; Cache: grab-bag-05__grab-bag-05.json; Parser: buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 14,runestone 14,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-05/; Page data: https://buddy.farm/page-data/i/grab-bag-05/page-data.json; Cache: grab-bag-05__grab-bag-05.json; Parser: buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 15,runestone 15,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-05/; Page data: https://buddy.farm/page-data/i/grab-bag-05/page-data.json; Cache: grab-bag-05__grab-bag-05.json; Parser: buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 16,runestone 16,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-05/; Page data: https://buddy.farm/page-data/i/grab-bag-05/page-data.json; Cache: grab-bag-05__grab-bag-05.json; Parser: buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 17,runestone 17,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-05/; Page data: https://buddy.farm/page-data/i/grab-bag-05/page-data.json; Cache: grab-bag-05__grab-bag-05.json; Parser: buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 18,runestone 18,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-05/; Page data: https://buddy.farm/page-data/i/grab-bag-05/page-data.json; Cache: grab-bag-05__grab-bag-05.json; Parser: buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 19,runestone 19,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-05/; Page data: https://buddy.farm/page-data/i/grab-bag-05/page-data.json; Cache: grab-bag-05__grab-bag-05.json; Parser: buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 20,runestone 20,0.15,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-05/; Page data: https://buddy.farm/page-data/i/grab-bag-05/page-data.json; Cache: grab-bag-05__grab-bag-05.json; Parser: buddy-item-multi-source-v1
Grab Bag 06,grab bag 06,Ancient Coin,ancient coin,10,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-150; outcome_count=8; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-06/; Page data: https://buddy.farm/page-data/i/grab-bag-06/page-data.json; Cache: grab-bag-06__grab-bag-06.json; Parser: buddy-item-multi-source-v1
Grab Bag 06,grab bag 06,Fishing Net,fishing net,1.875,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-20; outcome_count=8; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-06/; Page data: https://buddy.farm/page-data/i/grab-bag-06/page-data.json; Cache: grab-bag-06__grab-bag-06.json; Parser: buddy-item-multi-source-v1
Grab Bag 06,grab bag 06,Grape Juice,grape juice,0.6875,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=8; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-06/; Page data: https://buddy.farm/page-data/i/grab-bag-06/page-data.json; Cache: grab-bag-06__grab-bag-06.json; Parser: buddy-item-multi-source-v1
Grab Bag 06,grab bag 06,Lemonade,lemonade,1.875,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-20; outcome_count=8; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-06/; Page data: https://buddy.farm/page-data/i/grab-bag-06/page-data.json; Cache: grab-bag-06__grab-bag-06.json; Parser: buddy-item-multi-source-v1
Grab Bag 06,grab bag 06,Orange Juice,orange juice,1.875,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-20; outcome_count=8; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-06/; Page data: https://buddy.farm/page-data/i/grab-bag-06/page-data.json; Cache: grab-bag-06__grab-bag-06.json; Parser: buddy-item-multi-source-v1
Grab Bag 06,grab bag 06,Skull Coin,skull coin,0.125,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=8; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-06/; Page data: https://buddy.farm/page-data/i/grab-bag-06/page-data.json; Cache: grab-bag-06__grab-bag-06.json; Parser: buddy-item-multi-source-v1
Grab Bag 06,grab bag 06,Steak,steak,0.25,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-3; outcome_count=8; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-06/; Page data: https://buddy.farm/page-data/i/grab-bag-06/page-data.json; Cache: grab-bag-06__grab-bag-06.json; Parser: buddy-item-multi-source-v1
Grab Bag 06,grab bag 06,Wine,wine,0.3125,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-4; outcome_count=8; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-06/; Page data: https://buddy.farm/page-data/i/grab-bag-06/page-data.json; Cache: grab-bag-06__grab-bag-06.json; Parser: buddy-item-multi-source-v1
Grab Bag 07,grab bag 07,Gold Catfish,gold catfish,0.25,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-5; outcome_count=12; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-07/; Page data: https://buddy.farm/page-data/i/grab-bag-07/page-data.json; Cache: grab-bag-07__grab-bag-07.json; Parser: buddy-item-multi-source-v1
Grab Bag 07,grab bag 07,Gold Coral,gold coral,0.25,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-5; outcome_count=12; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-07/; Page data: https://buddy.farm/page-data/i/grab-bag-07/page-data.json; Cache: grab-bag-07__grab-bag-07.json; Parser: buddy-item-multi-source-v1
Grab Bag 07,grab bag 07,Gold Drum,gold drum,0.25,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-5; outcome_count=12; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-07/; Page data: https://buddy.farm/page-data/i/grab-bag-07/page-data.json; Cache: grab-bag-07__grab-bag-07.json; Parser: buddy-item-multi-source-v1
Grab Bag 07,grab bag 07,Gold Flier,gold flier,0.25,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-5; outcome_count=12; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-07/; Page data: https://buddy.farm/page-data/i/grab-bag-07/page-data.json; Cache: grab-bag-07__grab-bag-07.json; Parser: buddy-item-multi-source-v1
Grab Bag 07,grab bag 07,Gold Jelly,gold jelly,0.25,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-5; outcome_count=12; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-07/; Page data: https://buddy.farm/page-data/i/grab-bag-07/page-data.json; Cache: grab-bag-07__grab-bag-07.json; Parser: buddy-item-multi-source-v1
